unit_id,model_name,segment,engine_type,trim_name,color_name,color_type,upholstery_material,upholstery_color,shift_name,production_start_date,start_year,start_quarter,start_month,start_month_name,production_end_date,total_actual_labor_hours,total_actual_cycle_time_minutes,total_material_cost,total_labor_cost,total_rework_cost,total_cost,final_qc_status
JP-0023415,Jungle Tiger,SUV,2.0L Petrol,Base,Crimson Red,Metallic,Fabric,Black,Evening,2025-07-24,2025,3,7,July,2025-07-24,5.954666666666667,357.28,10251.68,345.08622916666667,0.0,10596.77,Pass
JP-0023416,Jungle Tiger,SUV,2.0L Petrol,Base,Crimson Red,Metallic,Fabric,Black,Evening,2025-07-24,2025,3,7,July,2025-07-24,5.949666666666667,356.98,10119.07,382.94430833333337,0.0,10502.01,Pass
JP-0023417,Jungle Owl,EV,Electric,Luxury,Crimson Red,Metallic,Leather,Beige,Night,2025-07-24,2025,3,7,July,2025-07-24,5.886833333333333,353.21,13844.47,320.2271,0.0,14164.7,Pass
JP-0023418,Jungle Owl,EV,Electric,Luxury,Crimson Red,Metallic,Leather,Beige,Night,2025-07-24,2025,3,7,July,2025-07-24,6.315,423.2,13741.82,319.18842083333334,0.0,14061.01,Pass
JP-0023419,Jungle Fennec,Hatchback,1.4L Petrol,Base,Midnight Black,Solid,Leatherette,Grey,Evening,2025-07-24,2025,3,7,July,2025-07-24,6.046166666666667,386.07,10314.9,337.64677916666665,0.0,10652.55,Pass
JP-0023420,Jungle Fennec,Hatchback,1.4L Petrol,Base,Midnight Black,Solid,Leatherette,Grey,Evening,2025-07-24,2025,3,7,July,2025-07-24,5.677666666666667,381.66,10427.26,341.94445,0.0,10769.2,Pass
JP-0023421,Jungle Fennec,Hatchback,1.4L Petrol,Base,Midnight Black,Solid,Leatherette,Grey,Evening,2025-07-24,2025,3,7,July,2025-07-24,6.152166666666667,369.13,10411.91,344.20905833333336,0.0,10756.12,Pass
JP-0023422,Jungle Fennec,Hatchback,1.4L Petrol,Base,Midnight Black,Solid,Leatherette,Grey,Morning,2025-07-24,2025,3,7,July,2025-07-24,6.0985000000000005,383.01,10451.81,313.74134166666664,0.0,10765.55,Pass
JP-0023423,Jungle Tiger,SUV,2.0L Petrol,Luxury,Crimson Red,Metallic,Leather,Beige,Evening,2025-07-24,2025,3,7,July,2025-07-24,5.678499999999999,413.61,12480.15,349.10274583333336,0.0,12829.25,Pass
JP-0023424,Jungle Tiger,SUV,2.0L Petrol,Luxury,Crimson Red,Metallic,Leather,Beige,Night,2025-07-24,2025,3,7,July,2025-07-24,6.106999999999999,366.42,12324.19,339.22375,0.0,12663.41,Pass
JP-0023425,Jungle Tiger,SUV,2.0L Petrol,Luxury,Crimson Red,Metallic,Leather,Beige,Night,2025-07-24,2025,3,7,July,2025-07-24,6.308333333333333,391.4,12443.42,344.4621166666667,0.0,12787.88,Pass
JP-0023426,Jungle Fennec,Hatchback,1.4L Petrol,Base,Forest Green,Metallic,Leatherette,Grey,Night,2025-07-24,2025,3,7,July,2025-07-24,6.175833333333332,435.55,10465.53,364.9280875,0.0,10830.46,Pass
JP-0023427,Jungle Fennec,Hatchback,1.4L Petrol,Base,Forest Green,Metallic,Leatherette,Grey,Morning,2025-07-24,2025,3,7,July,2025-07-24,6.132666666666667,385.16,10395.16,331.47872083333334,0.0,10726.64,Pass
JP-0023428,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Crimson Red,Metallic,Leather,Black,Evening,2025-07-24,2025,3,7,July,2025-07-24,6.162166666666667,398.43,10807.85,321.5009416666667,0.0,11129.35,Pass
JP-0023429,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Crimson Red,Metallic,Leather,Black,Morning,2025-07-24,2025,3,7,July,2025-07-24,6.1555,369.33,10908.11,362.94101666666666,0.0,11271.05,Pass
JP-0023430,Jungle Owl,EV,Electric,Comfort,Copper Bronze,Pearl,Leatherette,Grey,Morning,2025-07-24,2025,3,7,July,2025-07-24,6.576166666666667,443.27,12470.09,374.4749041666667,0.0,12844.56,Pass
JP-0023431,Jungle Owl,EV,Electric,Comfort,Copper Bronze,Pearl,Leatherette,Grey,Night,2025-07-24,2025,3,7,July,2025-07-24,5.652333333333333,396.74,12510.24,317.3609583333333,23.52,12851.12,Rework
JP-0023432,Jungle Owl,EV,Electric,Comfort,Copper Bronze,Pearl,Leatherette,Grey,Evening,2025-07-24,2025,3,7,July,2025-07-24,6.499833333333332,389.99,12411.24,366.7169916666667,0.0,12777.96,Pass
JP-0023433,Jungle Fennec,Hatchback,1.4L Petrol,Base,Pearl Ivory,Pearl,Leather,Beige,Night,2025-07-24,2025,3,7,July,2025-07-24,6.034833333333333,424.99,10437.05,333.9801583333333,0.0,10771.03,Pass
JP-0023434,Jungle Fennec,Hatchback,1.4L Petrol,Base,Pearl Ivory,Pearl,Leather,Beige,Morning,2025-07-24,2025,3,7,July,2025-07-24,5.985999999999999,397.36,10270.55,339.6797916666667,0.0,10610.23,Pass
JP-0023435,Jungle Fennec,Hatchback,1.4L Petrol,Base,Pearl Ivory,Pearl,Leatherette,Grey,Evening,2025-07-24,2025,3,7,July,2025-07-24,6.0233333333333325,361.4,10301.42,336.97605,0.0,10638.4,Pass
JP-0023436,Jungle Tiger,SUV,2.0L Petrol,Luxury,Arctic White,Solid,Leather,Black,Evening,2025-07-24,2025,3,7,July,2025-07-24,5.880000000000001,422.7,12423.9,332.1428125,0.0,12756.04,Pass
JP-0023437,Jungle Tiger,SUV,2.0L Petrol,Luxury,Arctic White,Solid,Leather,Black,Morning,2025-07-24,2025,3,7,July,2025-07-24,5.963166666666667,374.39,12402.08,365.0010583333333,0.0,12767.08,Pass
JP-0023438,Jungle Tiger,SUV,2.0L Petrol,Luxury,Arctic White,Solid,Leather,Black,Morning,2025-07-24,2025,3,7,July,2025-07-24,6.039500000000001,362.37,12443.73,334.4795916666667,0.0,12778.21,Pass
JP-0023439,Jungle Tiger,SUV,2.0L Petrol,Luxury,Arctic White,Solid,Leather,Black,Morning,2025-07-24,2025,3,7,July,2025-07-24,6.216499999999999,412.19,12481.24,320.8494333333333,0.0,12802.09,Pass
JP-0023440,Jungle Lynx,Sedan,1.6L Diesel,Base,Crimson Red,Metallic,Fabric,Black,Evening,2025-07-24,2025,3,7,July,2025-07-24,6.269000000000001,401.34,10787.69,345.05174166666666,0.0,11132.74,Pass
JP-0023441,Jungle Lynx,Sedan,1.6L Diesel,Base,Forest Green,Metallic,Leatherette,Grey,Night,2025-07-24,2025,3,7,July,2025-07-24,5.828666666666667,364.12,10757.1,304.99535000000003,0.0,11062.1,Pass
JP-0023442,Jungle Lynx,Sedan,1.6L Diesel,Base,Forest Green,Metallic,Leatherette,Grey,Night,2025-07-24,2025,3,7,July,2025-07-24,5.996333333333333,359.78,10660.36,354.0392375,0.0,11014.4,Pass
JP-0023443,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Pearl Ivory,Pearl,Leatherette,Grey,Night,2025-07-24,2025,3,7,July,2025-07-24,6.3155,394.83,11363.86,309.60193333333336,709.64,12383.1,Rework
JP-0023444,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Pearl Ivory,Pearl,Leatherette,Grey,Night,2025-07-24,2025,3,7,July,2025-07-24,6.414333333333333,467.26,11138.48,353.1871333333333,0.0,11491.67,Pass
JP-0023445,Jungle Owl,EV,Electric,Base,Pearl Ivory,Pearl,Leather,Beige,Night,2025-07-24,2025,3,7,July,2025-07-24,6.364,430.94,11447.58,344.54377916666664,0.0,11792.12,Pass
JP-0023446,Jungle Owl,EV,Electric,Base,Pearl Ivory,Pearl,Leather,Beige,Evening,2025-07-24,2025,3,7,July,2025-07-24,5.948166666666667,366.09,11632.34,345.485075,0.0,11977.83,Pass
JP-0023447,Jungle Owl,EV,Electric,Base,Pearl Ivory,Pearl,Leather,Beige,Evening,2025-07-24,2025,3,7,July,2025-07-24,6.263333333333334,385.4,11439.0,352.22116666666665,9.75,11800.97,Rework
JP-0023448,Jungle Fennec,Hatchback,1.4L Petrol,Base,Ocean Blue,Metallic,Leatherette,Grey,Evening,2025-07-24,2025,3,7,July,2025-07-24,5.630833333333333,439.25,10435.44,367.9534958333333,0.0,10803.39,Pass
JP-0023449,Jungle Fennec,Hatchback,1.4L Petrol,Base,Ocean Blue,Metallic,Leatherette,Grey,Night,2025-07-24,2025,3,7,July,2025-07-24,6.121833333333332,367.31,10482.72,345.1758625,0.0,10827.9,Pass
JP-0023450,Jungle Fennec,Hatchback,1.4L Petrol,Base,Forest Green,Metallic,Leather,Beige,Morning,2025-07-24,2025,3,7,July,2025-07-24,6.049999999999999,434.4,10470.04,336.05286666666666,0.0,10806.09,Pass
JP-0023451,Jungle Fennec,Hatchback,1.4L Petrol,Base,Forest Green,Metallic,Leather,Beige,Morning,2025-07-24,2025,3,7,July,2025-07-24,5.7908333333333335,347.45,10480.48,350.3543208333333,0.0,10830.83,Pass
JP-0023452,Jungle Owl,EV,Electric,Base,Pearl Ivory,Pearl,Fabric,Black,Night,2025-07-24,2025,3,7,July,2025-07-24,6.386166666666667,437.17,11490.18,353.8753083333333,0.0,11844.06,Pass
JP-0023453,Jungle Owl,EV,Electric,Base,Pearl Ivory,Pearl,Fabric,Black,Morning,2025-07-24,2025,3,7,July,2025-07-24,6.139666666666668,368.38,11619.14,336.7591125,0.0,11955.9,Pass
JP-0023454,Jungle Owl,EV,Electric,Base,Pearl Ivory,Pearl,Fabric,Black,Night,2025-07-24,2025,3,7,July,2025-07-24,6.0218333333333325,399.01,11520.36,342.78060416666665,0.0,11863.14,Pass
JP-0023455,Jungle Owl,EV,Electric,Base,Pearl Ivory,Pearl,Fabric,Black,Evening,2025-07-24,2025,3,7,July,2025-07-24,5.9656666666666665,404.34,11563.55,330.95189166666665,0.0,11894.5,Pass
JP-0023456,Jungle Owl,EV,Electric,Base,Steel Grey,Metallic,Fabric,Black,Morning,2025-07-24,2025,3,7,July,2025-07-24,5.796000000000001,361.36,11472.84,332.71647916666666,0.0,11805.56,Pass
JP-0023457,Jungle Owl,EV,Electric,Base,Steel Grey,Metallic,Fabric,Black,Evening,2025-07-24,2025,3,7,July,2025-07-24,5.9825,410.55,11406.95,370.4470500000001,0.0,11777.4,Pass
JP-0023458,Jungle Owl,EV,Electric,Base,Steel Grey,Metallic,Fabric,Black,Night,2025-07-24,2025,3,7,July,2025-07-24,5.814666666666666,384.88,11369.09,332.95646666666664,0.0,11702.05,Pass
JP-0023459,Jungle Owl,EV,Electric,Base,Steel Grey,Metallic,Fabric,Black,Morning,2025-07-24,2025,3,7,July,2025-07-24,5.921499999999999,371.19,11396.67,325.8699833333333,0.0,11722.54,Pass
JP-0023460,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Steel Grey,Metallic,Leatherette,Grey,Night,2025-07-24,2025,3,7,July,2025-07-24,5.951333333333334,357.08,11308.21,358.47454583333337,0.0,11666.68,Pass
JP-0023461,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Steel Grey,Metallic,Leatherette,Grey,Night,2025-07-24,2025,3,7,July,2025-07-24,6.137666666666666,368.26,11319.28,334.1134083333333,104.21,11757.6,Rework
JP-0023462,Jungle Fennec,Hatchback,1.4L Petrol,Base,Crimson Red,Metallic,Fabric,Black,Morning,2025-07-24,2025,3,7,July,2025-07-24,6.194500000000001,423.27,10492.34,338.72217083333334,0.0,10831.06,Pass
JP-0023463,Jungle Fennec,Hatchback,1.4L Petrol,Base,Crimson Red,Metallic,Fabric,Black,Morning,2025-07-24,2025,3,7,July,2025-07-24,6.241666666666668,374.5,10423.31,312.29519166666665,0.0,10735.61,Pass
JP-0023464,Jungle Fennec,Hatchback,1.4L Petrol,Base,Pearl Ivory,Pearl,Leather,Beige,Morning,2025-07-24,2025,3,7,July,2025-07-24,6.201500000000001,410.39,10536.28,325.59275833333334,0.0,10861.87,Pass
JP-0023465,Jungle Fennec,Hatchback,1.4L Petrol,Base,Pearl Ivory,Pearl,Leather,Beige,Morning,2025-07-24,2025,3,7,July,2025-07-24,5.583333333333334,367.1,10449.05,358.881825,8.05,10815.98,Rework
JP-0023466,Jungle Fennec,Hatchback,1.4L Petrol,Base,Copper Bronze,Pearl,Leather,Beige,Morning,2025-07-25,2025,3,7,July,2025-07-25,6.395166666666667,419.41,10442.64,330.62685,0.0,10773.27,Pass
JP-0023467,Jungle Fennec,Hatchback,1.4L Petrol,Base,Copper Bronze,Pearl,Leather,Beige,Evening,2025-07-25,2025,3,7,July,2025-07-25,6.030666666666667,361.84,10504.73,334.80291666666665,0.0,10839.53,Pass
JP-0023468,Jungle Fennec,Hatchback,1.4L Petrol,Base,Copper Bronze,Pearl,Leather,Beige,Morning,2025-07-25,2025,3,7,July,2025-07-25,6.063166666666667,377.09,10392.01,340.8735,0.0,10732.88,Pass
JP-0023469,Jungle Lynx,Sedan,1.6L Diesel,Base,Forest Green,Metallic,Leather,Black,Night,2025-07-25,2025,3,7,July,2025-07-25,5.931166666666668,427.07,10801.21,342.2209708333333,0.0,11143.43,Pass
JP-0023470,Jungle Lynx,Sedan,1.6L Diesel,Base,Forest Green,Metallic,Leather,Black,Morning,2025-07-25,2025,3,7,July,2025-07-26,6.122166666666668,481.83,10832.62,326.6949,0.0,11159.31,Pass
JP-0023471,Jungle Lynx,Sedan,1.6L Diesel,Base,Forest Green,Metallic,Leatherette,Grey,Evening,2025-07-25,2025,3,7,July,2025-07-25,6.157166666666666,369.43,10871.67,360.3871791666666,0.0,11232.06,Pass
JP-0023472,Jungle Lynx,Sedan,1.6L Diesel,Base,Forest Green,Metallic,Leatherette,Grey,Evening,2025-07-25,2025,3,7,July,2025-07-25,6.131833333333332,367.91,10755.2,347.89722916666665,0.0,11103.1,Pass
JP-0023473,Jungle Lynx,Sedan,1.6L Diesel,Base,Forest Green,Metallic,Leatherette,Grey,Night,2025-07-25,2025,3,7,July,2025-07-25,5.882500000000001,352.95,10891.7,363.519875,0.0,11255.22,Pass
JP-0023474,Jungle Lynx,Sedan,1.6L Diesel,Base,Forest Green,Metallic,Leatherette,Grey,Evening,2025-07-25,2025,3,7,July,2025-07-25,6.203333333333332,416.6,10950.59,380.64805,0.0,11331.24,Pass
JP-0023475,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Crimson Red,Metallic,Fabric,Black,Morning,2025-07-25,2025,3,7,July,2025-07-25,6.224666666666667,419.68,10900.51,337.8144958333333,0.0,11238.32,Pass
JP-0023476,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Crimson Red,Metallic,Fabric,Black,Night,2025-07-25,2025,3,7,July,2025-07-25,5.6818333333333335,395.41,10999.84,360.2598208333333,0.0,11360.1,Pass
JP-0023477,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Crimson Red,Metallic,Fabric,Black,Morning,2025-07-25,2025,3,7,July,2025-07-25,6.083500000000001,393.11,10937.65,344.72133333333335,0.0,11282.37,Pass
JP-0023478,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Crimson Red,Metallic,Fabric,Black,Morning,2025-07-25,2025,3,7,July,2025-07-25,6.282666666666668,401.86,10767.01,351.77514583333334,0.0,11118.79,Pass
JP-0023479,Jungle Owl,EV,Electric,Comfort,Ocean Blue,Metallic,Leatherette,Grey,Evening,2025-07-25,2025,3,7,July,2025-07-25,5.96,421.5,12457.3,315.8364125,0.0,12773.14,Pass
JP-0023480,Jungle Tiger,SUV,2.0L Petrol,Base,Crimson Red,Metallic,Leatherette,Grey,Night,2025-07-25,2025,3,7,July,2025-07-25,5.882333333333334,380.84,10074.69,334.6338875,0.0,10409.32,Pass
JP-0023481,Jungle Tiger,SUV,2.0L Petrol,Base,Crimson Red,Metallic,Leatherette,Grey,Morning,2025-07-25,2025,3,7,July,2025-07-25,5.770666666666666,346.24,10183.17,337.0371875,0.0,10520.21,Pass
JP-0023482,Jungle Tiger,SUV,2.0L Petrol,Base,Crimson Red,Metallic,Leatherette,Grey,Evening,2025-07-25,2025,3,7,July,2025-07-25,6.134666666666666,368.08,10317.77,308.5712125,0.0,10626.34,Pass
JP-0023483,Jungle Tiger,SUV,2.0L Petrol,Base,Crimson Red,Metallic,Leatherette,Grey,Evening,2025-07-25,2025,3,7,July,2025-07-25,5.683833333333333,355.83,10102.13,332.90160416666663,0.0,10435.03,Pass
JP-0023484,Jungle Tiger,SUV,2.0L Petrol,Base,Crimson Red,Metallic,Leather,Black,Night,2025-07-25,2025,3,7,July,2025-07-25,5.986,455.16,10187.37,320.0269333333333,0.0,10507.4,Pass
JP-0023485,Jungle Tiger,SUV,2.0L Petrol,Base,Crimson Red,Metallic,Leather,Black,Morning,2025-07-25,2025,3,7,July,2025-07-25,5.952166666666668,373.03,10133.87,315.91129166666667,0.0,10449.78,Pass
JP-0023486,Jungle Tiger,SUV,2.0L Petrol,Base,Crimson Red,Metallic,Leather,Black,Morning,2025-07-25,2025,3,7,July,2025-07-25,6.221166666666667,393.67,10114.08,367.2025708333333,0.0,10481.28,Pass
JP-0023487,Jungle Fennec,Hatchback,1.4L Petrol,Base,Crimson Red,Metallic,Leatherette,Grey,Evening,2025-07-25,2025,3,7,July,2025-07-25,5.9815,358.89,10265.67,371.6918416666667,98.62,10735.98,Rework
JP-0023488,Jungle Fennec,Hatchback,1.4L Petrol,Base,Crimson Red,Metallic,Leatherette,Grey,Morning,2025-07-25,2025,3,7,July,2025-07-25,5.660333333333335,348.32,10375.96,326.8757541666667,0.0,10702.84,Pass
JP-0023489,Jungle Fennec,Hatchback,1.4L Petrol,Base,Crimson Red,Metallic,Leatherette,Grey,Evening,2025-07-25,2025,3,7,July,2025-07-25,6.3005,409.63,10506.25,334.5873,0.0,10840.84,Pass
JP-0023490,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Steel Grey,Metallic,Leather,Black,Evening,2025-07-25,2025,3,7,July,2025-07-25,6.263,442.18,10863.16,325.21476666666666,0.0,11188.37,Pass
JP-0023491,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Steel Grey,Metallic,Leather,Black,Night,2025-07-25,2025,3,7,July,2025-07-25,5.831,400.86,10987.64,362.1204625,0.0,11349.76,Pass
JP-0023492,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Steel Grey,Metallic,Leather,Black,Night,2025-07-25,2025,3,7,July,2025-07-25,5.578666666666666,377.62,10984.95,350.7838083333333,0.0,11335.73,Pass
JP-0023493,Jungle Lynx,Sedan,1.6L Diesel,Base,Copper Bronze,Pearl,Leather,Beige,Night,2025-07-25,2025,3,7,July,2025-07-25,5.968666666666667,447.42,10756.43,334.23973333333333,0.0,11090.67,Pass
JP-0023494,Jungle Lynx,Sedan,1.6L Diesel,Base,Copper Bronze,Pearl,Leather,Beige,Evening,2025-07-25,2025,3,7,July,2025-07-25,6.0458333333333325,362.75,10789.07,376.8158916666667,0.0,11165.89,Pass
JP-0023495,Jungle Lynx,Sedan,1.6L Diesel,Base,Copper Bronze,Pearl,Leather,Beige,Night,2025-07-25,2025,3,7,July,2025-07-25,6.063999999999999,363.84,10978.49,340.718575,0.0,11319.21,Pass
JP-0023496,Jungle Lynx,Sedan,1.6L Diesel,Base,Copper Bronze,Pearl,Leather,Beige,Morning,2025-07-25,2025,3,7,July,2025-07-25,6.267333333333334,376.04,10886.95,341.6892583333333,0.0,11228.64,Pass
JP-0023497,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Copper Bronze,Pearl,Leatherette,Grey,Evening,2025-07-25,2025,3,7,July,2025-07-25,6.320499999999999,379.23,10812.35,370.6728458333333,0.0,11183.02,Pass
JP-0023498,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Copper Bronze,Pearl,Leatherette,Grey,Evening,2025-07-25,2025,3,7,July,2025-07-25,5.859333333333334,401.16,10823.51,330.91547083333336,0.0,11154.43,Pass
JP-0023499,Jungle Tiger,SUV,2.0L Petrol,Base,Pearl Ivory,Pearl,Leatherette,Grey,Night,2025-07-25,2025,3,7,July,2025-07-25,6.5085000000000015,423.51,10263.13,316.9399,0.0,10580.07,Pass
JP-0023500,Jungle Tiger,SUV,2.0L Petrol,Base,Pearl Ivory,Pearl,Leatherette,Grey,Evening,2025-07-25,2025,3,7,July,2025-07-25,6.487666666666666,423.86,9963.49,348.94,47.77,10360.2,Rework
JP-0023501,Jungle Tiger,SUV,2.0L Petrol,Base,Pearl Ivory,Pearl,Leatherette,Grey,Night,2025-07-25,2025,3,7,July,2025-07-25,6.286833333333332,382.51,10252.99,342.60943333333336,0.0,10595.6,Pass
JP-0023502,Jungle Fennec,Hatchback,1.4L Petrol,Base,Crimson Red,Metallic,Fabric,Black,Night,2025-07-25,2025,3,7,July,2025-07-25,6.2285,475.61,10505.24,328.59015833333336,0.0,10833.83,Pass
JP-0023503,Jungle Fennec,Hatchback,1.4L Petrol,Base,Crimson Red,Metallic,Fabric,Black,Evening,2025-07-25,2025,3,7,July,2025-07-25,5.751,382.46,10419.08,341.0872458333333,0.0,10760.17,Pass
JP-0023504,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Arctic White,Solid,Fabric,Black,Night,2025-07-25,2025,3,7,July,2025-07-25,6.073000000000001,404.58,10900.73,330.0055291666667,0.0,11230.74,Pass
JP-0023505,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Arctic White,Solid,Fabric,Black,Morning,2025-07-25,2025,3,7,July,2025-07-25,6.185500000000001,371.13,10891.65,359.99774583333334,0.0,11251.65,Pass
JP-0023506,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Arctic White,Solid,Fabric,Black,Morning,2025-07-25,2025,3,7,July,2025-07-25,6.280333333333333,376.82,10916.01,347.94898333333333,0.0,11263.96,Pass
JP-0023507,Jungle Lynx,Sedan,1.6L Diesel,Base,Steel Grey,Metallic,Leatherette,Grey,Night,2025-07-25,2025,3,7,July,2025-07-25,5.964833333333334,402.89,10762.89,300.8211958333333,0.0,11063.71,Pass
JP-0023508,Jungle Lynx,Sedan,1.6L Diesel,Base,Steel Grey,Metallic,Leatherette,Grey,Evening,2025-07-25,2025,3,7,July,2025-07-25,5.881,379.46,10946.86,325.50977083333333,0.0,11272.37,Pass
JP-0023509,Jungle Lynx,Sedan,1.6L Diesel,Base,Steel Grey,Metallic,Leatherette,Grey,Evening,2025-07-25,2025,3,7,July,2025-07-25,5.998333333333333,359.9,10982.62,333.63240833333333,0.0,11316.25,Pass
JP-0023510,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Forest Green,Metallic,Leather,Beige,Morning,2025-07-25,2025,3,7,July,2025-07-25,6.3358333333333325,404.95,11239.35,353.9207,0.0,11593.27,Pass
JP-0023511,Jungle Fennec,Hatchback,1.4L Petrol,Base,Midnight Black,Solid,Leatherette,Grey,Morning,2025-07-25,2025,3,7,July,2025-07-25,5.947666666666666,389.96,10387.08,340.05350416666664,0.0,10727.13,Pass
JP-0023512,Jungle Fennec,Hatchback,1.4L Petrol,Base,Midnight Black,Solid,Leatherette,Grey,Morning,2025-07-25,2025,3,7,July,2025-07-25,5.920166666666666,355.21,10272.4,339.97874583333333,0.0,10612.38,Pass
JP-0023513,Jungle Fennec,Hatchback,1.4L Petrol,Base,Arctic White,Solid,Leather,Beige,Evening,2025-07-25,2025,3,7,July,2025-07-25,6.201166666666665,392.97,10370.84,341.5044375,0.0,10712.34,Pass
JP-0023514,Jungle Fennec,Hatchback,1.4L Petrol,Base,Arctic White,Solid,Leather,Beige,Morning,2025-07-25,2025,3,7,July,2025-07-25,6.2775,439.95,10383.54,371.1137833333333,169.82,10924.47,Rework
JP-0023515,Jungle Fennec,Hatchback,1.4L Petrol,Base,Arctic White,Solid,Leather,Beige,Morning,2025-07-25,2025,3,7,July,2025-07-25,5.872,352.32,10372.83,321.99917916666664,0.0,10694.83,Pass
JP-0023516,Jungle Fennec,Hatchback,1.4L Petrol,Base,Arctic White,Solid,Leather,Beige,Evening,2025-07-25,2025,3,7,July,2025-07-25,6.118500000000001,367.11,10453.22,383.1752208333333,0.0,10836.4,Pass
JP-0023517,Jungle Tiger,SUV,2.0L Petrol,Base,Crimson Red,Metallic,Leather,Black,Evening,2025-07-25,2025,3,7,July,2025-07-25,6.2385,392.81,10103.92,344.4122541666667,0.0,10448.33,Pass
JP-0023518,Jungle Fennec,Hatchback,1.4L Petrol,Base,Copper Bronze,Pearl,Fabric,Black,Morning,2025-07-25,2025,3,7,July,2025-07-25,6.084833333333334,401.49,10401.24,301.64940416666667,0.0,10702.89,Pass
JP-0023519,Jungle Fennec,Hatchback,1.4L Petrol,Base,Copper Bronze,Pearl,Fabric,Black,Evening,2025-07-25,2025,3,7,July,2025-07-25,5.926666666666668,370.6,10342.44,360.3406541666666,0.0,10702.78,Pass
JP-0023520,Jungle Fennec,Hatchback,1.4L Petrol,Base,Copper Bronze,Pearl,Fabric,Black,Night,2025-07-25,2025,3,7,July,2025-07-25,6.528333333333334,391.7,10286.43,333.15200416666664,0.0,10619.58,Pass
JP-0023521,Jungle Fennec,Hatchback,1.4L Petrol,Base,Copper Bronze,Pearl,Fabric,Black,Evening,2025-07-25,2025,3,7,July,2025-07-25,6.139833333333333,368.39,10343.84,323.881325,8.86,10676.58,Rework
JP-0023522,Jungle Lynx,Sedan,1.6L Diesel,Base,Ocean Blue,Metallic,Leather,Black,Night,2025-07-25,2025,3,7,July,2025-07-25,5.933166666666667,437.79,10778.77,350.09183333333334,0.0,11128.86,Pass
JP-0023523,Jungle Lynx,Sedan,1.6L Diesel,Base,Ocean Blue,Metallic,Leather,Black,Night,2025-07-25,2025,3,7,July,2025-07-25,5.696666666666666,417.1,10776.25,338.58661666666666,0.0,11114.84,Pass
JP-0023524,Jungle Lynx,Sedan,1.6L Diesel,Base,Ocean Blue,Metallic,Leather,Black,Morning,2025-07-25,2025,3,7,July,2025-07-25,5.943,399.68,10845.65,321.680425,0.0,11167.33,Pass
JP-0023525,Jungle Lynx,Sedan,1.6L Diesel,Base,Ocean Blue,Metallic,Leather,Black,Morning,2025-07-25,2025,3,7,July,2025-07-25,6.199,414.14,10735.99,341.33724166666667,0.0,11077.33,Pass
JP-0023526,Jungle Fennec,Hatchback,1.4L Petrol,Base,Ocean Blue,Metallic,Fabric,Black,Evening,2025-07-26,2025,3,7,July,2025-07-26,6.243833333333333,421.13,10411.24,333.9309083333333,0.92,10746.09,Pass
JP-0023527,Jungle Fennec,Hatchback,1.4L Petrol,Base,Ocean Blue,Metallic,Fabric,Black,Evening,2025-07-26,2025,3,7,July,2025-07-26,6.452166666666666,408.33,10414.43,322.09055,0.0,10736.52,Pass
JP-0023528,Jungle Fennec,Hatchback,1.4L Petrol,Base,Ocean Blue,Metallic,Fabric,Black,Evening,2025-07-26,2025,3,7,July,2025-07-26,6.015666666666666,360.94,10349.58,345.58435,0.0,10695.16,Pass
JP-0023529,Jungle Lynx,Sedan,1.6L Diesel,Base,Forest Green,Metallic,Leather,Black,Morning,2025-07-26,2025,3,7,July,2025-07-26,6.116999999999999,398.12,10779.11,339.41522083333336,0.0,11118.53,Pass
JP-0023530,Jungle Lynx,Sedan,1.6L Diesel,Base,Forest Green,Metallic,Leather,Black,Evening,2025-07-26,2025,3,7,July,2025-07-27,6.094166666666668,485.85,10697.54,316.13343333333336,0.0,11013.67,Pass
JP-0023531,Jungle Lynx,Sedan,1.6L Diesel,Base,Forest Green,Metallic,Leather,Black,Morning,2025-07-26,2025,3,7,July,2025-07-26,5.942500000000001,356.55,10980.02,383.3951125,0.0,11363.42,Pass
JP-0023532,Jungle Tiger,SUV,2.0L Petrol,Luxury,Forest Green,Metallic,Leather,Black,Night,2025-07-26,2025,3,7,July,2025-07-26,6.282500000000001,473.85,12438.93,356.33540833333336,0.0,12795.27,Pass
