defect_id,detected_date_id,detected_date,year,month,month_name,part_name,part_category,supplier_name,reliability_score,station_name,station_type,defect_type,severity,resolution,rework_cost,rework_time_minutes
1648,20250512,2025-05-12,2025,5,May,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 11,Interior Assembly,assembly,minor,rework,146.0,22.9
1649,20250512,2025-05-12,2025,5,May,Center Console,Interior,Rhodes PLC,80.3,Interior Assembly - Station 12,Interior Assembly,assembly,minor,rework,171.69,13.9
1650,20250512,2025-05-12,2025,5,May,Center Console,Interior,Rhodes PLC,80.3,Interior Assembly - Station 12,Interior Assembly,assembly,major,rework,178.06,30.7
1651,20250513,2025-05-13,2025,5,May,Brake Caliper v4,Chassis,Blair PLC,99.0,Chassis Assembly - Station 09,Chassis Assembly,assembly,minor,rework,158.82,11.8
1652,20250513,2025-05-13,2025,5,May,,,,,Painting - Station 04,Painting,cosmetic,minor,rework,10.08,26.6
1653,20250513,2025-05-13,2025,5,May,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 13,Electrical Assembly,electrical,minor,rework,93.83,19.3
1654,20250513,2025-05-13,2025,5,May,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 06,Powertrain Assembly,functional,critical,accepted_with_deviation,9.98,131.9
1655,20250513,2025-05-13,2025,5,May,Door Trim v7,Interior,"Johnson, Gonzalez and Santos",85.8,Interior Assembly - Station 11,Interior Assembly,assembly,minor,rework,72.67,16.2
1656,20250513,2025-05-13,2025,5,May,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 11,Interior Assembly,assembly,minor,rework,141.66,11.4
1657,20250513,2025-05-13,2025,5,May,,,,,Final Assembly - Station 18,Final Assembly,assembly,minor,rework,10.67,28.2
1658,20250513,2025-05-13,2025,5,May,Door Trim v7,Interior,"Johnson, Gonzalez and Santos",85.8,Interior Assembly - Station 10,Interior Assembly,assembly,major,rework,84.02,46.1
1659,20250513,2025-05-13,2025,5,May,,,,,Painting - Station 05,Painting,cosmetic,minor,rework,10.21,27.0
1660,20250514,2025-05-14,2025,5,May,,,,,Welding - Station 01,Welding,dimensional,minor,rework,10.94,28.9
1661,20250514,2025-05-14,2025,5,May,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 16,Exterior Trim,cosmetic,minor,rework,122.28,24.1
1662,20250514,2025-05-14,2025,5,May,,,,,Welding - Station 01,Welding,dimensional,major,rework,25.19,66.6
1663,20250514,2025-05-14,2025,5,May,Shock Absorber v3,Chassis,Wyatt Inc,85.8,Chassis Assembly - Station 08,Chassis Assembly,assembly,minor,rework,161.57,27.1
1664,20250514,2025-05-14,2025,5,May,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 16,Exterior Trim,cosmetic,minor,rework,124.3,29.4
1665,20250514,2025-05-14,2025,5,May,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 06,Powertrain Assembly,functional,critical,rework,683.65,63.6
1666,20250514,2025-05-14,2025,5,May,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 12,Interior Assembly,assembly,critical,rework,180.8,114.9
1667,20250514,2025-05-14,2025,5,May,ECU Module v7,Electrical,"Rodriguez, Figueroa and Sanchez",88.0,Electrical Assembly - Station 14,Electrical Assembly,electrical,minor,rework,49.31,19.6
1668,20250514,2025-05-14,2025,5,May,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 15,Exterior Trim,cosmetic,critical,rework,145.58,85.7
1669,20250515,2025-05-15,2025,5,May,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 12,Interior Assembly,assembly,minor,rework,141.23,10.3
1670,20250515,2025-05-15,2025,5,May,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,minor,rework,670.45,28.8
1671,20250515,2025-05-15,2025,5,May,,,,,Welding - Station 01,Welding,dimensional,minor,rework,8.1,21.4
1672,20250515,2025-05-15,2025,5,May,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 13,Electrical Assembly,electrical,minor,rework,96.78,27.1
1673,20250515,2025-05-15,2025,5,May,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 12,Interior Assembly,assembly,major,rework,156.14,49.7
1674,20250515,2025-05-15,2025,5,May,Wiring Harness v6,Electrical,Bernard LLC,84.8,Electrical Assembly - Station 14,Electrical Assembly,electrical,minor,rework,85.85,24.6
1675,20250515,2025-05-15,2025,5,May,Rear Bumper v5,Exterior,Wolfe LLC,91.2,Exterior Trim - Station 15,Exterior Trim,cosmetic,major,rework,129.63,45.8
1676,20250515,2025-05-15,2025,5,May,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 15,Exterior Trim,cosmetic,critical,rework,160.21,124.3
1677,20250515,2025-05-15,2025,5,May,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,major,rework,671.52,31.6
1678,20250515,2025-05-15,2025,5,May,ECU Module v7,Electrical,"Rodriguez, Figueroa and Sanchez",88.0,Electrical Assembly - Station 13,Electrical Assembly,electrical,critical,scrap,197.5,78.9
1679,20250515,2025-05-15,2025,5,May,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 16,Exterior Trim,cosmetic,minor,rework,119.15,15.8
1680,20250516,2025-05-16,2025,5,May,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 10,Interior Assembly,assembly,major,scrap,564.85,41.0
1681,20250516,2025-05-16,2025,5,May,,,,,Welding - Station 01,Welding,dimensional,minor,rework,4.09,10.8
1682,20250516,2025-05-16,2025,5,May,Wiring Harness v6,Electrical,Bernard LLC,84.8,Electrical Assembly - Station 13,Electrical Assembly,electrical,minor,rework,84.81,21.8
1683,20250516,2025-05-16,2025,5,May,,,,,Painting - Station 04,Painting,cosmetic,major,rework,28.12,74.3
1684,20250516,2025-05-16,2025,5,May,,,,,Welding - Station 01,Welding,dimensional,minor,rework,10.74,28.4
1685,20250516,2025-05-16,2025,5,May,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 15,Exterior Trim,cosmetic,minor,rework,121.81,22.9
1686,20250516,2025-05-16,2025,5,May,,,,,Welding - Station 02,Welding,dimensional,minor,rework,8.99,23.8
1687,20250516,2025-05-16,2025,5,May,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,critical,rework,711.09,136.2
1688,20250516,2025-05-16,2025,5,May,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 16,Exterior Trim,cosmetic,minor,rework,121.24,21.3
1689,20250516,2025-05-16,2025,5,May,,,,,Welding - Station 01,Welding,dimensional,minor,rework,6.62,17.5
1690,20250516,2025-05-16,2025,5,May,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,major,rework,679.43,52.5
1691,20250517,2025-05-17,2025,5,May,,,,,Quality Check - Station 19,Quality Check,dimensional,minor,rework,7.34,19.4
1692,20250517,2025-05-17,2025,5,May,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 13,Electrical Assembly,electrical,major,rework,103.59,45.1
1693,20250517,2025-05-17,2025,5,May,,,,,Welding - Station 03,Welding,dimensional,minor,rework,6.88,18.2
1694,20250518,2025-05-18,2025,5,May,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,major,rework,684.91,67.0
1695,20250518,2025-05-18,2025,5,May,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 06,Powertrain Assembly,functional,minor,accepted_with_deviation,1.05,13.9
1696,20250519,2025-05-19,2025,5,May,Door Trim v7,Interior,"Johnson, Gonzalez and Santos",85.8,Interior Assembly - Station 10,Interior Assembly,assembly,major,rework,84.27,46.8
1697,20250519,2025-05-19,2025,5,May,Door Trim v7,Interior,"Johnson, Gonzalez and Santos",85.8,Interior Assembly - Station 11,Interior Assembly,assembly,minor,rework,72.77,16.4
1698,20250520,2025-05-20,2025,5,May,Rear Bumper v5,Exterior,Wolfe LLC,91.2,Exterior Trim - Station 16,Exterior Trim,cosmetic,minor,accepted_with_deviation,0.98,13.0
1699,20250520,2025-05-20,2025,5,May,Center Console,Interior,Rhodes PLC,80.3,Interior Assembly - Station 10,Interior Assembly,assembly,minor,rework,175.87,24.9
1700,20250520,2025-05-20,2025,5,May,Dashboard Panel v5,Interior,Davis-Abbott,83.4,Interior Assembly - Station 11,Interior Assembly,assembly,minor,rework,126.3,19.2
1701,20250520,2025-05-20,2025,5,May,Rear Bumper v5,Exterior,Wolfe LLC,91.2,Exterior Trim - Station 16,Exterior Trim,cosmetic,minor,rework,122.29,26.4
1702,20250520,2025-05-20,2025,5,May,,,,,Painting - Station 04,Painting,cosmetic,minor,rework,5.77,15.3
1703,20250520,2025-05-20,2025,5,May,,,,,Welding - Station 03,Welding,dimensional,minor,rework,8.6,22.7
1704,20250521,2025-05-21,2025,5,May,,,,,Final Assembly - Station 18,Final Assembly,assembly,minor,rework,8.26,21.8
1705,20250522,2025-05-22,2025,5,May,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 13,Electrical Assembly,electrical,minor,rework,93.54,18.5
1706,20250522,2025-05-22,2025,5,May,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,minor,rework,664.75,13.7
1707,20250522,2025-05-22,2025,5,May,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 06,Powertrain Assembly,functional,minor,rework,670.26,28.2
1708,20250522,2025-05-22,2025,5,May,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 12,Interior Assembly,assembly,major,rework,156.79,51.4
1709,20250522,2025-05-22,2025,5,May,,,,,Painting - Station 05,Painting,cosmetic,major,rework,18.73,49.5
1710,20250522,2025-05-22,2025,5,May,Shock Absorber v3,Chassis,Wyatt Inc,85.8,Chassis Assembly - Station 08,Chassis Assembly,assembly,major,rework,162.81,30.4
1711,20250522,2025-05-22,2025,5,May,Dashboard Panel v5,Interior,Davis-Abbott,83.4,Interior Assembly - Station 10,Interior Assembly,assembly,minor,rework,123.85,12.7
1712,20250522,2025-05-22,2025,5,May,,,,,Welding - Station 01,Welding,dimensional,minor,rework,7.2,19.0
1713,20250522,2025-05-22,2025,5,May,ECU Module v7,Electrical,"Rodriguez, Figueroa and Sanchez",88.0,Electrical Assembly - Station 13,Electrical Assembly,electrical,major,rework,54.93,34.4
1714,20250523,2025-05-23,2025,5,May,Shock Absorber v3,Chassis,Wyatt Inc,85.8,Chassis Assembly - Station 08,Chassis Assembly,assembly,critical,rework,186.94,94.1
1715,20250523,2025-05-23,2025,5,May,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 14,Electrical Assembly,electrical,critical,rework,127.44,108.1
1716,20250523,2025-05-23,2025,5,May,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 13,Electrical Assembly,electrical,minor,rework,96.9,27.4
1717,20250523,2025-05-23,2025,5,May,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,minor,rework,667.9,22.0
1718,20250524,2025-05-24,2025,5,May,ECU Module v7,Electrical,"Rodriguez, Figueroa and Sanchez",88.0,Electrical Assembly - Station 13,Electrical Assembly,electrical,minor,rework,46.64,12.5
1719,20250524,2025-05-24,2025,5,May,,,,,Welding - Station 02,Welding,dimensional,minor,rework,5.58,14.8
1720,20250525,2025-05-25,2025,5,May,,,,,Welding - Station 01,Welding,dimensional,major,rework,21.82,57.7
1721,20250525,2025-05-25,2025,5,May,Rear Bumper v5,Exterior,Wolfe LLC,91.2,Exterior Trim - Station 15,Exterior Trim,cosmetic,minor,rework,117.5,13.7
1722,20250525,2025-05-25,2025,5,May,,,,,Welding - Station 03,Welding,dimensional,minor,rework,10.05,26.6
1723,20250526,2025-05-26,2025,5,May,,,,,Painting - Station 05,Painting,cosmetic,minor,rework,4.96,13.1
1724,20250526,2025-05-26,2025,5,May,Rear Bumper v5,Exterior,Wolfe LLC,91.2,Exterior Trim - Station 16,Exterior Trim,cosmetic,minor,rework,122.79,27.7
1725,20250526,2025-05-26,2025,5,May,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 06,Powertrain Assembly,functional,minor,rework,663.85,11.3
1726,20250526,2025-05-26,2025,5,May,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,major,rework,676.01,43.4
1727,20250526,2025-05-26,2025,5,May,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 14,Electrical Assembly,electrical,minor,rework,97.11,27.9
1728,20250527,2025-05-27,2025,5,May,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,minor,rework,664.44,12.9
1729,20250527,2025-05-27,2025,5,May,,,,,Painting - Station 04,Painting,cosmetic,major,scrap,23.91,63.2
1730,20250527,2025-05-27,2025,5,May,Shock Absorber v3,Chassis,Wyatt Inc,85.8,Chassis Assembly - Station 08,Chassis Assembly,assembly,major,rework,171.34,52.9
1731,20250527,2025-05-27,2025,5,May,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 12,Interior Assembly,assembly,minor,rework,147.76,27.5
1732,20250527,2025-05-27,2025,5,May,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 14,Electrical Assembly,electrical,minor,rework,94.09,20.0
1733,20250527,2025-05-27,2025,5,May,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 12,Interior Assembly,assembly,critical,rework,184.66,125.1
1734,20250527,2025-05-27,2025,5,May,,,,,Painting - Station 04,Painting,cosmetic,critical,scrap,46.16,122.0
1735,20250527,2025-05-27,2025,5,May,,,,,Welding - Station 02,Welding,dimensional,critical,scrap,45.05,119.1
1736,20250527,2025-05-27,2025,5,May,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 10,Interior Assembly,assembly,minor,rework,141.19,10.2
1737,20250527,2025-05-27,2025,5,May,ABS Unit v4,Safety,"Rodriguez, Figueroa and Sanchez",88.0,Safety Systems - Station 17,Safety Systems,functional,major,rework,98.41,64.3
1738,20250527,2025-05-27,2025,5,May,ABS Unit v4,Safety,"Rodriguez, Figueroa and Sanchez",88.0,Safety Systems - Station 17,Safety Systems,functional,major,rework,92.24,48.0
1739,20250527,2025-05-27,2025,5,May,Crash Sensor v5,Safety,"Rodriguez, Figueroa and Sanchez",88.0,Safety Systems - Station 17,Safety Systems,functional,major,accepted_with_deviation,5.04,66.6
1740,20250528,2025-05-28,2025,5,May,,,,,Welding - Station 01,Welding,dimensional,minor,rework,11.21,29.6
1741,20250528,2025-05-28,2025,5,May,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 14,Electrical Assembly,electrical,minor,rework,91.06,11.9
1742,20250528,2025-05-28,2025,5,May,ABS Unit v4,Safety,"Rodriguez, Figueroa and Sanchez",88.0,Safety Systems - Station 17,Safety Systems,functional,minor,rework,81.05,18.4
1743,20250528,2025-05-28,2025,5,May,,,,,Welding - Station 03,Welding,dimensional,minor,rework,8.05,21.3
1744,20250528,2025-05-28,2025,5,May,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 16,Exterior Trim,cosmetic,minor,accepted_with_deviation,0.84,11.0
1745,20250528,2025-05-28,2025,5,May,Drive Shaft v4,Powertrain,"Rodriguez, Figueroa and Sanchez",88.0,Powertrain Assembly - Station 07,Powertrain Assembly,functional,minor,rework,542.48,22.3
1746,20250528,2025-05-28,2025,5,May,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 14,Electrical Assembly,electrical,major,rework,114.79,74.7
1747,20250528,2025-05-28,2025,5,May,Door Trim v7,Interior,"Johnson, Gonzalez and Santos",85.8,Interior Assembly - Station 12,Interior Assembly,assembly,minor,rework,75.11,22.6
1748,20250528,2025-05-28,2025,5,May,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 14,Electrical Assembly,electrical,minor,rework,91.99,14.4
1749,20250528,2025-05-28,2025,5,May,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 12,Interior Assembly,assembly,minor,rework,147.89,27.9
1750,20250528,2025-05-28,2025,5,May,Drive Shaft v4,Powertrain,"Rodriguez, Figueroa and Sanchez",88.0,Powertrain Assembly - Station 06,Powertrain Assembly,functional,minor,rework,543.3,24.5
1751,20250528,2025-05-28,2025,5,May,Shock Absorber v3,Chassis,Wyatt Inc,85.8,Chassis Assembly - Station 09,Chassis Assembly,assembly,major,rework,170.46,50.6
1752,20250529,2025-05-29,2025,5,May,,,,,Painting - Station 04,Painting,cosmetic,minor,accepted_with_deviation,1.8,23.8
1753,20250529,2025-05-29,2025,5,May,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 16,Exterior Trim,cosmetic,minor,rework,124.51,30.0
1754,20250529,2025-05-29,2025,5,May,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 10,Interior Assembly,assembly,major,rework,164.96,73.0
1755,20250529,2025-05-29,2025,5,May,Wiring Harness v6,Electrical,Bernard LLC,84.8,Electrical Assembly - Station 14,Electrical Assembly,electrical,minor,rework,85.41,23.4
1756,20250529,2025-05-29,2025,5,May,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,major,rework,675.43,41.9
1757,20250529,2025-05-29,2025,5,May,Rear Bumper v5,Exterior,Wolfe LLC,91.2,Exterior Trim - Station 15,Exterior Trim,cosmetic,minor,rework,119.73,19.6
1758,20250529,2025-05-29,2025,5,May,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 06,Powertrain Assembly,functional,critical,rework,705.47,121.3
1759,20250529,2025-05-29,2025,5,May,Drive Shaft v4,Powertrain,"Rodriguez, Figueroa and Sanchez",88.0,Powertrain Assembly - Station 06,Powertrain Assembly,functional,minor,rework,538.08,10.7
1760,20250529,2025-05-29,2025,5,May,,,,,Welding - Station 02,Welding,dimensional,minor,rework,11.25,29.7
1761,20250529,2025-05-29,2025,5,May,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,minor,rework,670.55,29.0
1762,20250529,2025-05-29,2025,5,May,Backup Camera v6,Safety,Cole LLC,99.0,Safety Systems - Station 17,Safety Systems,functional,major,rework,111.6,30.7
1763,20250530,2025-05-30,2025,5,May,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,minor,rework,668.44,23.4
1764,20250530,2025-05-30,2025,5,May,Center Console,Interior,Rhodes PLC,80.3,Interior Assembly - Station 12,Interior Assembly,assembly,minor,rework,170.91,11.8
1765,20250530,2025-05-30,2025,5,May,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 10,Interior Assembly,assembly,major,rework,165.15,73.5
1766,20250530,2025-05-30,2025,5,May,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 06,Powertrain Assembly,functional,major,rework,678.32,49.5
1767,20250530,2025-05-30,2025,5,May,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 10,Interior Assembly,assembly,minor,rework,141.13,10.0
1768,20250530,2025-05-30,2025,5,May,,,,,Welding - Station 03,Welding,dimensional,major,rework,16.35,43.2
1769,20250530,2025-05-30,2025,5,May,,,,,Welding - Station 02,Welding,dimensional,minor,rework,10.78,28.5
1770,20250530,2025-05-30,2025,5,May,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 16,Exterior Trim,cosmetic,major,rework,141.05,73.7
1771,20250530,2025-05-30,2025,5,May,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 15,Exterior Trim,cosmetic,major,rework,127.3,37.4
1772,20250530,2025-05-30,2025,5,May,Shock Absorber v3,Chassis,Wyatt Inc,85.8,Chassis Assembly - Station 09,Chassis Assembly,assembly,major,rework,178.96,73.0
1773,20250530,2025-05-30,2025,5,May,,,,,Welding - Station 03,Welding,dimensional,minor,rework,7.05,18.6
1774,20250530,2025-05-30,2025,5,May,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 14,Electrical Assembly,electrical,minor,rework,92.17,14.9
1775,20250530,2025-05-30,2025,5,May,ABS Unit v4,Safety,"Rodriguez, Figueroa and Sanchez",88.0,Safety Systems - Station 17,Safety Systems,functional,major,rework,96.77,60.0
1776,20250531,2025-05-31,2025,5,May,,,,,Final Assembly - Station 18,Final Assembly,assembly,major,rework,26.84,70.9
1777,20250531,2025-05-31,2025,5,May,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,minor,accepted_with_deviation,1.32,17.4
1778,20250531,2025-05-31,2025,5,May,Brake Caliper v4,Chassis,Blair PLC,99.0,Chassis Assembly - Station 09,Chassis Assembly,assembly,minor,rework,162.3,21.0
1779,20250602,2025-06-02,2025,6,June,Rear Bumper v5,Exterior,Wolfe LLC,91.2,Exterior Trim - Station 15,Exterior Trim,cosmetic,minor,rework,120.41,21.4
1780,20250602,2025-06-02,2025,6,June,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 06,Powertrain Assembly,functional,critical,accepted_with_deviation,8.32,109.9
1781,20250602,2025-06-02,2025,6,June,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 16,Exterior Trim,cosmetic,minor,rework,123.41,27.1
1782,20250602,2025-06-02,2025,6,June,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 13,Electrical Assembly,electrical,critical,rework,125.54,103.1
1783,20250602,2025-06-02,2025,6,June,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 06,Powertrain Assembly,functional,minor,rework,663.9,11.4
1784,20250602,2025-06-02,2025,6,June,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 14,Electrical Assembly,electrical,minor,rework,95.46,23.6
1785,20250602,2025-06-02,2025,6,June,,,,,Final Assembly - Station 18,Final Assembly,assembly,minor,rework,10.37,27.4
1786,20250602,2025-06-02,2025,6,June,,,,,Final Assembly - Station 18,Final Assembly,assembly,minor,rework,5.93,15.7
1787,20250602,2025-06-02,2025,6,June,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 14,Electrical Assembly,electrical,critical,rework,133.6,124.4
1788,20250603,2025-06-03,2025,6,June,,,,,Final Assembly - Station 18,Final Assembly,assembly,minor,rework,5.31,14.0
1789,20250603,2025-06-03,2025,6,June,Center Console,Interior,Rhodes PLC,80.3,Interior Assembly - Station 10,Interior Assembly,assembly,minor,rework,172.63,16.4
1790,20250603,2025-06-03,2025,6,June,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,minor,rework,666.59,18.5
1791,20250603,2025-06-03,2025,6,June,,,,,Quality Check - Station 19,Quality Check,dimensional,minor,rework,4.67,12.3
1792,20250603,2025-06-03,2025,6,June,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 06,Powertrain Assembly,functional,minor,rework,664.1,12.0
1793,20250604,2025-06-04,2025,6,June,,,,,Painting - Station 05,Painting,cosmetic,minor,rework,7.3,19.3
1794,20250604,2025-06-04,2025,6,June,Shock Absorber v3,Chassis,Wyatt Inc,85.8,Chassis Assembly - Station 08,Chassis Assembly,assembly,major,rework,170.25,50.0
1795,20250604,2025-06-04,2025,6,June,Rear Bumper v5,Exterior,Wolfe LLC,91.2,Exterior Trim - Station 15,Exterior Trim,cosmetic,minor,rework,121.02,23.0
1796,20250604,2025-06-04,2025,6,June,Door Trim v7,Interior,"Johnson, Gonzalez and Santos",85.8,Interior Assembly - Station 11,Interior Assembly,assembly,major,rework,91.63,66.3
1797,20250604,2025-06-04,2025,6,June,,,,,Final Assembly - Station 18,Final Assembly,assembly,minor,rework,9.69,25.6
1798,20250604,2025-06-04,2025,6,June,Shock Absorber v3,Chassis,Wyatt Inc,85.8,Chassis Assembly - Station 09,Chassis Assembly,assembly,minor,rework,156.07,12.6
1799,20250604,2025-06-04,2025,6,June,Shock Absorber v3,Chassis,Wyatt Inc,85.8,Chassis Assembly - Station 09,Chassis Assembly,assembly,minor,rework,157.61,16.6
1800,20250604,2025-06-04,2025,6,June,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,major,rework,686.52,71.2
1801,20250604,2025-06-04,2025,6,June,,,,,Welding - Station 02,Welding,dimensional,minor,rework,5.36,14.2
1802,20250604,2025-06-04,2025,6,June,,,,,Welding - Station 01,Welding,dimensional,major,rework,12.24,32.3
1803,20250605,2025-06-05,2025,6,June,Brake Caliper v4,Chassis,Blair PLC,99.0,Chassis Assembly - Station 08,Chassis Assembly,assembly,minor,rework,159.4,13.3
1804,20250605,2025-06-05,2025,6,June,,,,,Welding - Station 02,Welding,dimensional,minor,rework,3.92,10.4
1805,20250605,2025-06-05,2025,6,June,Drive Shaft v4,Powertrain,"Rodriguez, Figueroa and Sanchez",88.0,Powertrain Assembly - Station 06,Powertrain Assembly,functional,major,rework,550.58,43.8
1806,20250605,2025-06-05,2025,6,June,Brake Caliper v4,Chassis,Blair PLC,99.0,Chassis Assembly - Station 08,Chassis Assembly,assembly,minor,rework,158.75,11.6
1807,20250605,2025-06-05,2025,6,June,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 14,Electrical Assembly,electrical,major,rework,100.11,35.9
1808,20250605,2025-06-05,2025,6,June,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 13,Electrical Assembly,electrical,major,accepted_with_deviation,4.16,54.9
1809,20250605,2025-06-05,2025,6,June,Brake Caliper v4,Chassis,Blair PLC,99.0,Chassis Assembly - Station 09,Chassis Assembly,assembly,major,rework,174.47,53.1
1810,20250606,2025-06-06,2025,6,June,Rear Bumper v5,Exterior,Wolfe LLC,91.2,Exterior Trim - Station 16,Exterior Trim,cosmetic,minor,rework,116.74,11.7
1811,20250606,2025-06-06,2025,6,June,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 16,Exterior Trim,cosmetic,minor,rework,121.71,22.6
1812,20250606,2025-06-06,2025,6,June,Shock Absorber v3,Chassis,Wyatt Inc,85.8,Chassis Assembly - Station 09,Chassis Assembly,assembly,minor,rework,158.41,18.7
1813,20250606,2025-06-06,2025,6,June,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,critical,rework,714.27,144.5
1814,20250606,2025-06-06,2025,6,June,Door Trim v7,Interior,"Johnson, Gonzalez and Santos",85.8,Interior Assembly - Station 12,Interior Assembly,assembly,major,rework,82.43,41.9
1815,20250606,2025-06-06,2025,6,June,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,minor,rework,666.0,17.0
1816,20250606,2025-06-06,2025,6,June,,,,,Painting - Station 04,Painting,cosmetic,minor,accepted_with_deviation,0.8,10.6
1817,20250606,2025-06-06,2025,6,June,,,,,Welding - Station 02,Welding,dimensional,minor,rework,5.79,15.3
