model_name,segment,trim_name,color_name,year,month,month_name,n_units,avg_material_cost,avg_labor_cost,avg_rework_cost,avg_total_cost,sum_total_cost
Jungle Lynx,Sedan,Luxury,Pearl Ivory,2025,12,December,3,13089.6,364.47,0.0,13454.07,40362.22
Jungle Lynx,Sedan,Luxury,Pearl Ivory,2026,1,January,11,13158.18,336.31,0.83,13495.32,148448.54
Jungle Lynx,Sedan,Luxury,Pearl Ivory,2026,2,February,4,13289.63,345.24,0.0,13634.87,54539.48
Jungle Lynx,Sedan,Luxury,Pearl Ivory,2026,3,March,13,13263.87,338.41,0.0,13602.28,176829.64
Jungle Lynx,Sedan,Luxury,Pearl Ivory,2026,4,April,3,13345.61,334.42,68.24,13748.27,41244.8
Jungle Lynx,Sedan,Luxury,Pearl Ivory,2026,5,May,9,13373.12,338.69,1.17,13712.99,123416.91
Jungle Lynx,Sedan,Luxury,Pearl Ivory,2026,6,June,3,13456.27,350.63,0.0,13806.9,41420.71
Jungle Lynx,Sedan,Luxury,Pearl Ivory,2026,7,July,7,13360.52,327.97,0.0,13688.49,95819.41
Jungle Lynx,Sedan,Luxury,Steel Grey,2024,8,August,9,12426.56,337.91,0.0,12764.46,114880.15
Jungle Lynx,Sedan,Luxury,Steel Grey,2024,9,September,4,12442.92,347.18,0.0,12790.1,51160.41
Jungle Lynx,Sedan,Luxury,Steel Grey,2024,10,October,11,12462.2,331.89,11.55,12805.64,140862.0
Jungle Lynx,Sedan,Luxury,Steel Grey,2024,11,November,3,12507.57,360.42,0.0,12867.99,38603.96
Jungle Lynx,Sedan,Luxury,Steel Grey,2024,12,December,11,12570.28,336.78,0.0,12907.06,141977.62
Jungle Lynx,Sedan,Luxury,Steel Grey,2025,1,January,11,12601.42,334.63,0.0,12936.05,142296.53
Jungle Lynx,Sedan,Luxury,Steel Grey,2025,2,February,1,12751.17,350.07,0.0,13101.24,13101.24
Jungle Lynx,Sedan,Luxury,Steel Grey,2025,3,March,6,12737.81,338.21,18.53,13094.54,78567.25
Jungle Lynx,Sedan,Luxury,Steel Grey,2025,4,April,12,12763.54,339.21,14.43,13117.18,157406.2
Jungle Lynx,Sedan,Luxury,Steel Grey,2025,5,May,16,12809.19,337.15,0.0,13146.34,210341.47
Jungle Lynx,Sedan,Luxury,Steel Grey,2025,6,June,5,12800.92,335.97,26.35,13163.24,65816.19
Jungle Lynx,Sedan,Luxury,Steel Grey,2025,8,August,12,12924.82,327.69,4.32,13256.83,159081.93
Jungle Lynx,Sedan,Luxury,Steel Grey,2025,9,September,3,13079.22,325.1,0.0,13404.32,40212.96
Jungle Lynx,Sedan,Luxury,Steel Grey,2025,10,October,9,13078.48,353.29,0.81,13432.58,120893.22
Jungle Lynx,Sedan,Luxury,Steel Grey,2025,11,November,8,13122.9,346.47,84.27,13553.64,108429.13
Jungle Lynx,Sedan,Luxury,Steel Grey,2025,12,December,11,13108.25,339.48,18.09,13465.82,148124.06
Jungle Lynx,Sedan,Luxury,Steel Grey,2026,1,January,7,13189.88,352.01,0.0,13541.89,94793.26
Jungle Lynx,Sedan,Luxury,Steel Grey,2026,2,February,2,13187.79,344.45,0.0,13532.24,27064.48
Jungle Lynx,Sedan,Luxury,Steel Grey,2026,3,March,7,13267.91,344.53,0.0,13612.44,95287.1
Jungle Lynx,Sedan,Luxury,Steel Grey,2026,5,May,11,13357.48,345.74,0.0,13703.22,150735.42
Jungle Lynx,Sedan,Luxury,Steel Grey,2026,6,June,13,13428.53,346.34,11.74,13786.61,179225.98
Jungle Lynx,Sedan,Luxury,Steel Grey,2026,7,July,3,13420.45,351.19,262.52,14034.16,42102.49
Jungle Owl,EV,Base,Arctic White,2024,8,August,11,11026.63,330.09,0.0,11356.72,124923.93
Jungle Owl,EV,Base,Arctic White,2024,9,September,15,11038.28,341.41,4.75,11384.44,170766.64
Jungle Owl,EV,Base,Arctic White,2024,10,October,8,11081.42,339.72,20.31,11441.46,91531.67
Jungle Owl,EV,Base,Arctic White,2024,11,November,29,11133.08,335.97,19.08,11488.13,333155.88
Jungle Owl,EV,Base,Arctic White,2024,12,December,18,11152.07,336.54,60.7,11549.31,207887.59
Jungle Owl,EV,Base,Arctic White,2025,1,January,20,11196.58,349.14,0.49,11546.21,230924.11
Jungle Owl,EV,Base,Arctic White,2025,2,February,28,11239.71,343.36,3.77,11586.84,324431.46
Jungle Owl,EV,Base,Arctic White,2025,3,March,27,11296.57,342.49,16.42,11655.49,314698.18
Jungle Owl,EV,Base,Arctic White,2025,4,April,43,11349.81,335.72,21.92,11707.46,503420.74
Jungle Owl,EV,Base,Arctic White,2025,5,May,37,11379.83,345.32,31.75,11756.89,435005.09
Jungle Owl,EV,Base,Arctic White,2025,6,June,10,11405.34,344.28,66.45,11816.07,118160.7
Jungle Owl,EV,Base,Arctic White,2025,7,July,24,11453.7,333.61,0.32,11787.64,282903.32
Jungle Owl,EV,Base,Arctic White,2025,8,August,10,11494.4,344.79,0.0,11839.19,118391.86
Jungle Owl,EV,Base,Arctic White,2025,9,September,31,11498.82,336.47,9.15,11844.44,367177.79
Jungle Owl,EV,Base,Arctic White,2025,10,October,35,11565.17,332.63,5.54,11903.34,416616.76
Jungle Owl,EV,Base,Arctic White,2025,11,November,31,11628.57,335.99,5.71,11970.28,371078.55
Jungle Owl,EV,Base,Arctic White,2025,12,December,41,11659.91,342.49,3.9,12006.3,492258.36
Jungle Owl,EV,Base,Arctic White,2026,1,January,27,11678.55,338.15,0.0,12016.7,324450.94
Jungle Owl,EV,Base,Arctic White,2026,2,February,30,11740.3,347.3,0.0,12087.6,362628.03
Jungle Owl,EV,Base,Arctic White,2026,3,March,61,11792.81,337.83,1.98,12132.63,740090.16
Jungle Owl,EV,Base,Arctic White,2026,4,April,32,11804.65,337.51,27.17,12169.33,389418.42
Jungle Owl,EV,Base,Arctic White,2026,5,May,53,11859.82,341.0,1.34,12202.16,646714.52
Jungle Owl,EV,Base,Arctic White,2026,6,June,23,11902.74,332.56,5.14,12240.44,281530.05
Jungle Owl,EV,Base,Arctic White,2026,7,July,49,11971.4,338.24,7.3,12316.94,603530.0
Jungle Owl,EV,Base,Copper Bronze,2024,7,July,3,11007.73,349.35,0.0,11357.09,34071.26
Jungle Owl,EV,Base,Copper Bronze,2024,8,August,12,11004.67,338.62,10.14,11353.44,136241.26
Jungle Owl,EV,Base,Copper Bronze,2024,9,September,26,11045.3,342.78,0.6,11388.68,296105.57
Jungle Owl,EV,Base,Copper Bronze,2024,10,October,11,11093.19,338.9,0.49,11432.58,125758.41
Jungle Owl,EV,Base,Copper Bronze,2024,11,November,32,11144.28,347.5,10.49,11502.26,368072.32
Jungle Owl,EV,Base,Copper Bronze,2024,12,December,22,11161.99,338.99,10.02,11511.0,253242.09
Jungle Owl,EV,Base,Copper Bronze,2025,1,January,16,11239.5,340.16,0.56,11580.21,185283.37
Jungle Owl,EV,Base,Copper Bronze,2025,2,February,13,11245.58,337.25,14.27,11597.1,150762.36
Jungle Owl,EV,Base,Copper Bronze,2025,3,March,30,11286.81,338.7,0.0,11625.51,348765.27
Jungle Owl,EV,Base,Copper Bronze,2025,4,April,13,11354.81,331.38,0.0,11686.19,151920.47
Jungle Owl,EV,Base,Copper Bronze,2025,5,May,42,11364.91,339.98,2.03,11706.92,491690.53
Jungle Owl,EV,Base,Copper Bronze,2025,6,June,18,11408.24,343.62,6.87,11758.73,211657.14
Jungle Owl,EV,Base,Copper Bronze,2025,7,July,11,11436.66,343.61,0.4,11780.67,129587.34
Jungle Owl,EV,Base,Copper Bronze,2025,8,August,8,11502.0,340.08,0.0,11842.08,94736.6
Jungle Owl,EV,Base,Copper Bronze,2025,9,September,46,11529.12,343.19,45.75,11918.05,548230.32
Jungle Owl,EV,Base,Copper Bronze,2025,10,October,35,11563.95,336.63,5.56,11906.14,416714.86
Jungle Owl,EV,Base,Copper Bronze,2025,11,November,34,11608.78,340.6,28.26,11977.64,407239.82
Jungle Owl,EV,Base,Copper Bronze,2025,12,December,26,11660.08,345.74,0.0,12005.82,312151.33
Jungle Owl,EV,Base,Copper Bronze,2026,1,January,35,11711.22,340.27,24.5,12075.98,422659.47
Jungle Owl,EV,Base,Copper Bronze,2026,2,February,29,11742.86,340.77,3.03,12086.65,350512.96
Jungle Owl,EV,Base,Copper Bronze,2026,3,March,46,11795.62,340.53,21.61,12157.76,559257.15
Jungle Owl,EV,Base,Copper Bronze,2026,4,April,45,11844.58,339.61,4.36,12188.55,548484.82
Jungle Owl,EV,Base,Copper Bronze,2026,5,May,33,11842.94,344.41,0.0,12187.34,402182.27
Jungle Owl,EV,Base,Copper Bronze,2026,6,June,48,11918.73,343.44,24.33,12286.51,589752.44
Jungle Owl,EV,Base,Copper Bronze,2026,7,July,38,11930.43,342.18,0.0,12272.61,466359.17
Jungle Owl,EV,Base,Crimson Red,2024,8,August,16,10999.15,330.24,0.0,11329.39,181270.25
Jungle Owl,EV,Base,Crimson Red,2024,9,September,5,11057.71,339.79,0.0,11397.5,56987.5
Jungle Owl,EV,Base,Crimson Red,2024,10,October,22,11097.15,333.99,0.92,11432.06,251505.42
Jungle Owl,EV,Base,Crimson Red,2024,11,November,14,11121.16,352.35,5.44,11478.95,160705.25
Jungle Owl,EV,Base,Crimson Red,2024,12,December,10,11129.77,340.13,0.0,11469.9,114698.99
Jungle Owl,EV,Base,Crimson Red,2025,1,January,30,11243.88,342.6,6.0,11592.48,347774.38
Jungle Owl,EV,Base,Crimson Red,2025,2,February,6,11301.29,330.77,20.18,11652.23,69913.4
Jungle Owl,EV,Base,Crimson Red,2025,3,March,38,11284.07,337.98,4.58,11626.64,441812.31
Jungle Owl,EV,Base,Crimson Red,2025,4,April,16,11317.11,338.85,16.01,11671.96,186751.39
Jungle Owl,EV,Base,Crimson Red,2025,5,May,47,11370.89,337.15,20.39,11728.44,551236.61
Jungle Owl,EV,Base,Crimson Red,2025,6,June,21,11426.59,332.43,31.71,11790.74,247605.5
Jungle Owl,EV,Base,Crimson Red,2025,7,July,18,11464.04,338.41,0.0,11802.45,212444.03
Jungle Owl,EV,Base,Crimson Red,2025,8,August,25,11474.79,335.46,7.42,11817.67,295441.63
Jungle Owl,EV,Base,Crimson Red,2025,9,September,21,11531.77,336.43,0.0,11868.2,249232.24
Jungle Owl,EV,Base,Crimson Red,2025,10,October,28,11585.8,342.5,0.08,11928.37,333994.49
Jungle Owl,EV,Base,Crimson Red,2025,11,November,23,11607.91,340.46,4.59,11952.96,274918.1
Jungle Owl,EV,Base,Crimson Red,2025,12,December,40,11680.77,340.79,5.04,12026.6,481064.17
Jungle Owl,EV,Base,Crimson Red,2026,1,January,47,11700.68,341.18,12.32,12054.17,566545.94
Jungle Owl,EV,Base,Crimson Red,2026,2,February,20,11745.32,343.77,4.58,12093.67,241873.32
Jungle Owl,EV,Base,Crimson Red,2026,3,March,44,11764.91,340.91,4.63,12110.44,532859.51
Jungle Owl,EV,Base,Crimson Red,2026,4,April,34,11827.3,343.9,8.86,12180.07,414122.26
Jungle Owl,EV,Base,Crimson Red,2026,5,May,36,11879.95,336.84,0.0,12216.79,439804.56
Jungle Owl,EV,Base,Crimson Red,2026,6,June,25,11897.9,350.15,10.43,12258.49,306462.26
Jungle Owl,EV,Base,Crimson Red,2026,7,July,31,11954.56,341.51,3.23,12299.3,381278.37
Jungle Owl,EV,Base,Forest Green,2024,8,August,6,10990.66,336.11,0.0,11326.77,67960.6
Jungle Owl,EV,Base,Forest Green,2024,9,September,10,11022.29,345.29,70.89,11438.47,114384.7
Jungle Owl,EV,Base,Forest Green,2024,10,October,27,11081.9,346.42,32.57,11460.89,309443.96
Jungle Owl,EV,Base,Forest Green,2024,11,November,17,11128.3,336.13,41.62,11506.05,195602.85
Jungle Owl,EV,Base,Forest Green,2024,12,December,29,11203.6,337.71,0.0,11541.31,334698.02
Jungle Owl,EV,Base,Forest Green,2025,1,January,23,11214.69,342.16,8.86,11565.72,266011.5
Jungle Owl,EV,Base,Forest Green,2025,2,February,10,11241.04,334.39,33.31,11608.74,116087.42
Jungle Owl,EV,Base,Forest Green,2025,3,March,19,11288.88,341.57,0.56,11631.01,220989.24
Jungle Owl,EV,Base,Forest Green,2025,4,April,20,11353.67,346.73,4.28,11704.68,234093.68
Jungle Owl,EV,Base,Forest Green,2025,5,May,43,11385.72,337.14,19.47,11742.33,504920.21
Jungle Owl,EV,Base,Forest Green,2025,6,June,25,11424.49,338.21,7.73,11770.43,294260.78
Jungle Owl,EV,Base,Forest Green,2025,7,July,30,11458.94,340.3,0.0,11799.24,353977.29
Jungle Owl,EV,Base,Forest Green,2025,8,August,15,11505.01,342.8,1.32,11849.14,177737.03
Jungle Owl,EV,Base,Forest Green,2025,9,September,27,11562.59,337.3,0.0,11899.89,321296.9
Jungle Owl,EV,Base,Forest Green,2025,10,October,21,11553.76,342.22,37.13,11933.11,250595.22
Jungle Owl,EV,Base,Forest Green,2025,11,November,25,11637.1,339.16,57.47,12033.73,300843.18
Jungle Owl,EV,Base,Forest Green,2025,12,December,36,11674.34,337.13,0.18,12011.66,432419.65
Jungle Owl,EV,Base,Forest Green,2026,1,January,38,11694.65,341.2,19.55,12055.4,458105.01
Jungle Owl,EV,Base,Forest Green,2026,2,February,50,11751.29,339.29,11.02,12101.6,605079.95
Jungle Owl,EV,Base,Forest Green,2026,3,March,50,11788.33,342.71,19.06,12150.1,607504.83
Jungle Owl,EV,Base,Forest Green,2026,4,April,43,11820.08,338.12,33.22,12191.42,524231.04
Jungle Owl,EV,Base,Forest Green,2026,5,May,45,11862.87,337.84,18.15,12218.87,549848.98
Jungle Owl,EV,Base,Forest Green,2026,6,June,41,11899.01,335.57,17.85,12252.44,502350.07
Jungle Owl,EV,Base,Forest Green,2026,7,July,29,11956.32,340.53,0.13,12296.98,356612.46
Jungle Owl,EV,Base,Midnight Black,2024,8,August,6,10980.32,332.46,26.94,11339.71,68038.28
Jungle Owl,EV,Base,Midnight Black,2024,9,September,13,11061.59,337.24,0.0,11398.82,148184.72
Jungle Owl,EV,Base,Midnight Black,2024,10,October,24,11095.31,338.37,0.0,11433.68,274408.32
Jungle Owl,EV,Base,Midnight Black,2024,11,November,6,11052.65,346.4,18.27,11417.32,68503.94
Jungle Owl,EV,Base,Midnight Black,2024,12,December,12,11167.27,335.23,55.46,11557.96,138695.54
Jungle Owl,EV,Base,Midnight Black,2025,1,January,36,11211.84,340.67,7.91,11560.42,416175.18
Jungle Owl,EV,Base,Midnight Black,2025,2,February,14,11242.49,342.13,0.12,11584.73,162186.22
Jungle Owl,EV,Base,Midnight Black,2025,3,March,16,11308.92,348.93,62.7,11720.55,187528.78
Jungle Owl,EV,Base,Midnight Black,2025,4,April,25,11336.81,343.78,26.76,11707.35,292683.81
Jungle Owl,EV,Base,Midnight Black,2025,5,May,19,11387.26,339.52,39.6,11766.38,223561.21
Jungle Owl,EV,Base,Midnight Black,2025,6,June,19,11425.8,342.74,35.11,11803.64,224269.17
Jungle Owl,EV,Base,Midnight Black,2025,7,July,20,11459.63,343.88,18.03,11821.55,236430.91
Jungle Owl,EV,Base,Midnight Black,2025,8,August,18,11517.78,337.57,17.8,11873.14,213716.6
Jungle Owl,EV,Base,Midnight Black,2025,9,September,22,11533.85,343.18,0.69,11877.71,261309.72
Jungle Owl,EV,Base,Midnight Black,2025,10,October,30,11580.63,342.7,22.18,11945.51,358365.2
Jungle Owl,EV,Base,Midnight Black,2025,11,November,29,11638.69,338.29,1.77,11978.75,347383.82
Jungle Owl,EV,Base,Midnight Black,2025,12,December,38,11645.65,333.69,5.28,11984.62,455415.47
Jungle Owl,EV,Base,Midnight Black,2026,1,January,42,11707.59,339.56,34.65,12081.8,507435.55
Jungle Owl,EV,Base,Midnight Black,2026,2,February,45,11759.71,343.92,5.14,12108.77,544894.47
Jungle Owl,EV,Base,Midnight Black,2026,3,March,41,11794.35,341.17,22.53,12158.05,498480.11
Jungle Owl,EV,Base,Midnight Black,2026,4,April,33,11847.53,343.51,0.0,12191.04,402304.35
Jungle Owl,EV,Base,Midnight Black,2026,5,May,39,11893.06,346.24,2.13,12241.43,477415.68
Jungle Owl,EV,Base,Midnight Black,2026,6,June,33,11923.8,343.57,0.16,12267.54,404828.76
Jungle Owl,EV,Base,Midnight Black,2026,7,July,35,11929.47,334.9,3.9,12268.28,429389.75
Jungle Owl,EV,Base,Ocean Blue,2024,8,August,20,10975.72,342.55,8.5,11326.77,226535.34
Jungle Owl,EV,Base,Ocean Blue,2024,9,September,10,11037.53,349.91,3.14,11390.58,113905.8
Jungle Owl,EV,Base,Ocean Blue,2024,10,October,8,11070.1,334.0,15.02,11419.13,91353.03
Jungle Owl,EV,Base,Ocean Blue,2024,11,November,18,11174.8,335.11,7.34,11517.25,207310.47
Jungle Owl,EV,Base,Ocean Blue,2024,12,December,12,11134.8,338.68,9.82,11483.31,137799.73
Jungle Owl,EV,Base,Ocean Blue,2025,1,January,9,11230.29,340.07,0.0,11570.36,104133.28
Jungle Owl,EV,Base,Ocean Blue,2025,2,February,22,11252.96,337.88,4.26,11595.1,255092.16
Jungle Owl,EV,Base,Ocean Blue,2025,3,March,38,11290.95,338.84,9.55,11639.34,442295.08
Jungle Owl,EV,Base,Ocean Blue,2025,4,April,26,11369.42,339.03,43.89,11752.33,305560.6
Jungle Owl,EV,Base,Ocean Blue,2025,5,May,32,11365.37,339.75,10.81,11715.93,374909.73
Jungle Owl,EV,Base,Ocean Blue,2025,6,June,29,11405.74,337.97,2.84,11746.55,340649.92
Jungle Owl,EV,Base,Ocean Blue,2025,7,July,7,11460.91,341.71,0.0,11802.63,82618.38
Jungle Owl,EV,Base,Ocean Blue,2025,8,August,14,11546.67,338.55,0.54,11885.76,166400.66
Jungle Owl,EV,Base,Ocean Blue,2025,9,September,40,11572.91,341.52,30.34,11944.77,477790.97
Jungle Owl,EV,Base,Ocean Blue,2025,10,October,28,11551.92,339.73,24.51,11916.15,333652.24
Jungle Owl,EV,Base,Ocean Blue,2025,11,November,35,11624.75,343.38,12.96,11981.09,419338.18
Jungle Owl,EV,Base,Ocean Blue,2025,12,December,42,11650.65,342.56,2.72,11995.93,503829.17
Jungle Owl,EV,Base,Ocean Blue,2026,1,January,51,11693.86,341.07,6.29,12041.21,614101.94
Jungle Owl,EV,Base,Ocean Blue,2026,2,February,31,11726.99,334.06,22.1,12083.16,374577.88
Jungle Owl,EV,Base,Ocean Blue,2026,3,March,55,11792.49,342.2,24.23,12158.93,668740.91
Jungle Owl,EV,Base,Ocean Blue,2026,4,April,22,11817.12,339.49,30.57,12187.17,268117.74
Jungle Owl,EV,Base,Ocean Blue,2026,5,May,66,11854.89,340.76,4.53,12200.17,805211.27
Jungle Owl,EV,Base,Ocean Blue,2026,6,June,34,11903.82,336.76,86.68,12327.26,419126.85
Jungle Owl,EV,Base,Ocean Blue,2026,7,July,42,11965.84,334.58,4.13,12304.55,516790.97
Jungle Owl,EV,Base,Pearl Ivory,2024,8,August,6,11078.25,355.77,0.33,11434.35,68606.08
Jungle Owl,EV,Base,Pearl Ivory,2024,9,September,23,11043.11,345.56,7.35,11396.02,262108.49
Jungle Owl,EV,Base,Pearl Ivory,2024,10,October,28,11085.09,341.18,0.0,11426.28,319935.77
Jungle Owl,EV,Base,Pearl Ivory,2024,11,November,19,11114.3,333.21,48.94,11496.45,218432.46
Jungle Owl,EV,Base,Pearl Ivory,2024,12,December,5,11158.9,353.4,0.0,11512.31,57561.53
Jungle Owl,EV,Base,Pearl Ivory,2025,1,January,23,11201.98,344.65,20.75,11567.37,266049.62
Jungle Owl,EV,Base,Pearl Ivory,2025,2,February,33,11244.69,337.8,8.92,11591.42,382516.75
Jungle Owl,EV,Base,Pearl Ivory,2025,3,March,14,11252.07,337.7,11.33,11601.09,162415.28
Jungle Owl,EV,Base,Pearl Ivory,2025,4,April,21,11320.91,335.53,0.62,11657.06,244798.16
Jungle Owl,EV,Base,Pearl Ivory,2025,5,May,26,11346.79,344.49,26.61,11717.89,304665.25
Jungle Owl,EV,Base,Pearl Ivory,2025,6,June,23,11440.9,349.42,8.46,11798.78,271371.9
Jungle Owl,EV,Base,Pearl Ivory,2025,7,July,21,11469.19,341.98,4.58,11815.75,248130.75
Jungle Owl,EV,Base,Pearl Ivory,2025,8,August,23,11493.89,333.6,8.27,11835.76,272222.49
Jungle Owl,EV,Base,Pearl Ivory,2025,9,September,24,11566.84,338.02,37.0,11941.85,286604.51
Jungle Owl,EV,Base,Pearl Ivory,2025,10,October,27,11583.63,339.11,40.8,11963.54,323015.55
Jungle Owl,EV,Base,Pearl Ivory,2025,11,November,24,11630.46,337.3,7.54,11975.31,287407.41
Jungle Owl,EV,Base,Pearl Ivory,2025,12,December,16,11665.91,343.22,0.0,12009.13,192146.07
Jungle Owl,EV,Base,Pearl Ivory,2026,1,January,49,11706.74,339.49,15.4,12061.63,591019.72
Jungle Owl,EV,Base,Pearl Ivory,2026,2,February,19,11724.91,344.22,0.6,12069.73,229324.83
Jungle Owl,EV,Base,Pearl Ivory,2026,3,March,44,11790.32,340.11,11.83,12142.26,534259.51
Jungle Owl,EV,Base,Pearl Ivory,2026,4,April,63,11828.72,339.13,2.62,12170.47,766739.87
Jungle Owl,EV,Base,Pearl Ivory,2026,5,May,53,11869.75,338.83,0.21,12208.79,647065.83
Jungle Owl,EV,Base,Pearl Ivory,2026,6,June,48,11907.01,343.81,7.74,12258.56,588410.94
Jungle Owl,EV,Base,Pearl Ivory,2026,7,July,25,11911.42,340.29,5.03,12256.74,306418.45
Jungle Owl,EV,Base,Steel Grey,2024,8,August,14,11031.82,347.12,0.78,11379.71,159315.9
Jungle Owl,EV,Base,Steel Grey,2024,9,September,11,11057.64,334.14,6.79,11398.57,125384.27
Jungle Owl,EV,Base,Steel Grey,2024,10,October,21,11095.35,340.09,9.7,11445.15,240348.05
Jungle Owl,EV,Base,Steel Grey,2024,11,November,11,11116.99,334.02,15.53,11466.53,126131.86
Jungle Owl,EV,Base,Steel Grey,2024,12,December,19,11211.37,340.25,0.0,11551.62,219480.87
Jungle Owl,EV,Base,Steel Grey,2025,1,January,27,11203.09,343.42,31.78,11578.29,312613.9
Jungle Owl,EV,Base,Steel Grey,2025,2,February,20,11210.06,338.67,8.74,11557.47,231149.48
Jungle Owl,EV,Base,Steel Grey,2025,3,March,16,11305.43,338.76,7.51,11651.7,186427.13
Jungle Owl,EV,Base,Steel Grey,2025,4,April,33,11336.04,340.81,5.56,11682.41,385519.39
Jungle Owl,EV,Base,Steel Grey,2025,5,May,22,11349.2,343.25,3.31,11695.76,257306.66
Jungle Owl,EV,Base,Steel Grey,2025,6,June,25,11418.35,337.23,14.12,11769.7,294242.48
Jungle Owl,EV,Base,Steel Grey,2025,7,July,27,11457.65,345.18,28.11,11830.94,319435.37
Jungle Owl,EV,Base,Steel Grey,2025,8,August,17,11507.11,339.96,0.0,11847.07,201400.11
Jungle Owl,EV,Base,Steel Grey,2025,9,September,43,11551.13,339.06,6.78,11896.98,511570.18
Jungle Owl,EV,Base,Steel Grey,2025,10,October,36,11589.72,345.19,0.0,11934.9,429656.49
Jungle Owl,EV,Base,Steel Grey,2025,11,November,60,11626.34,340.08,22.67,11989.09,719345.11
Jungle Owl,EV,Base,Steel Grey,2025,12,December,22,11647.89,341.02,32.61,12021.53,264473.65
Jungle Owl,EV,Base,Steel Grey,2026,1,January,30,11706.75,341.15,2.8,12050.7,361520.89
Jungle Owl,EV,Base,Steel Grey,2026,2,February,38,11730.88,335.35,5.3,12071.53,458718.03
Jungle Owl,EV,Base,Steel Grey,2026,3,March,28,11779.68,337.64,23.75,12141.07,339950.07
Jungle Owl,EV,Base,Steel Grey,2026,4,April,39,11845.68,341.9,2.51,12190.09,475413.57
Jungle Owl,EV,Base,Steel Grey,2026,5,May,51,11868.48,336.16,15.22,12219.86,623212.93
Jungle Owl,EV,Base,Steel Grey,2026,6,June,41,11908.59,341.84,66.4,12316.83,504990.14
Jungle Owl,EV,Base,Steel Grey,2026,7,July,30,11936.24,343.57,27.45,12307.26,369217.89
Jungle Owl,EV,Comfort,Arctic White,2024,7,July,1,11822.15,386.62,0.0,12208.77,12208.77
Jungle Owl,EV,Comfort,Arctic White,2024,8,August,18,11885.98,341.93,43.09,12270.99,220877.89
Jungle Owl,EV,Comfort,Arctic White,2024,9,September,14,11947.66,326.64,0.71,12275.02,171850.25
Jungle Owl,EV,Comfort,Arctic White,2024,10,October,10,11950.52,354.93,2.6,12308.05,123080.52
Jungle Owl,EV,Comfort,Arctic White,2024,11,November,11,12036.42,350.06,0.0,12386.48,136251.28
Jungle Owl,EV,Comfort,Arctic White,2024,12,December,14,12070.19,340.66,10.72,12421.58,173902.06
Jungle Owl,EV,Comfort,Arctic White,2025,1,January,20,12146.67,346.87,6.31,12499.84,249996.86
Jungle Owl,EV,Comfort,Arctic White,2025,2,February,10,12168.83,347.96,14.19,12530.98,125309.76
Jungle Owl,EV,Comfort,Arctic White,2025,3,March,6,12281.74,346.2,0.0,12627.94,75767.66
Jungle Owl,EV,Comfort,Arctic White,2025,4,April,17,12270.43,340.05,1.52,12612.0,214404.03
Jungle Owl,EV,Comfort,Arctic White,2025,5,May,18,12301.14,339.07,37.11,12677.32,228191.77
Jungle Owl,EV,Comfort,Arctic White,2025,6,June,15,12347.33,336.38,7.27,12690.98,190364.67
Jungle Owl,EV,Comfort,Arctic White,2025,7,July,13,12366.83,337.73,0.0,12704.56,165159.23
Jungle Owl,EV,Comfort,Arctic White,2025,8,August,24,12450.43,337.79,27.91,12816.13,307587.18
Jungle Owl,EV,Comfort,Arctic White,2025,9,September,30,12481.75,335.8,3.2,12820.75,384622.43
Jungle Owl,EV,Comfort,Arctic White,2025,10,October,28,12547.55,341.34,30.55,12919.44,361744.22
Jungle Owl,EV,Comfort,Arctic White,2025,11,November,16,12568.81,340.69,8.27,12917.76,206684.18
Jungle Owl,EV,Comfort,Arctic White,2025,12,December,16,12584.32,338.06,0.0,12922.38,206758.05
Jungle Owl,EV,Comfort,Arctic White,2026,1,January,25,12686.37,349.5,4.11,13039.98,325999.46
Jungle Owl,EV,Comfort,Arctic White,2026,2,February,15,12709.64,334.74,0.74,13045.12,195676.86
Jungle Owl,EV,Comfort,Arctic White,2026,3,March,34,12757.41,336.74,14.29,13108.45,445687.4
Jungle Owl,EV,Comfort,Arctic White,2026,4,April,18,12811.08,336.04,46.09,13193.22,237477.9
Jungle Owl,EV,Comfort,Arctic White,2026,5,May,28,12855.88,344.75,3.32,13203.95,369710.61
Jungle Owl,EV,Comfort,Arctic White,2026,6,June,24,12856.76,342.59,0.43,13199.77,316794.55
Jungle Owl,EV,Comfort,Arctic White,2026,7,July,36,12902.05,339.76,0.0,13241.81,476705.17
Jungle Owl,EV,Comfort,Copper Bronze,2024,8,August,11,11946.98,330.88,0.0,12277.86,135056.47
Jungle Owl,EV,Comfort,Copper Bronze,2024,9,September,21,11941.74,340.38,12.6,12294.71,258188.86
Jungle Owl,EV,Comfort,Copper Bronze,2024,10,October,6,11930.22,343.81,1.66,12275.69,73654.12
Jungle Owl,EV,Comfort,Copper Bronze,2024,11,November,11,12070.22,339.43,0.47,12410.13,136511.41
Jungle Owl,EV,Comfort,Copper Bronze,2024,12,December,13,12101.72,343.88,0.57,12446.18,161800.34
Jungle Owl,EV,Comfort,Copper Bronze,2025,1,January,4,12135.71,352.45,3.95,12492.11,49968.43
Jungle Owl,EV,Comfort,Copper Bronze,2025,2,February,18,12158.02,342.26,0.24,12500.51,225009.13
Jungle Owl,EV,Comfort,Copper Bronze,2025,3,March,29,12197.45,339.11,4.38,12540.95,363687.44
Jungle Owl,EV,Comfort,Copper Bronze,2025,4,April,16,12269.6,337.04,0.0,12606.64,201706.17
